conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sumber_file;;;;;;,sentimen
2027354275907801497,Fri Feb 27 23:04:11 +0000 2026,0,@sbmptnfess Ini mah 11-12 ama biar aku aja yang wni anakku jangan . Cuman versi lokal aja. Udah dibiayain yang biayain dihina,2027520163797733628,,sbmptnfess,in,,0,0,0,https://x.com/undefined/status/2027520163797733628,1533184622,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027331204832542724,Fri Feb 27 13:43:41 +0000 2026,0,Seorang alumni LPDP unggah video bangga anaknya berpaspor Inggris lalu bilang: Cukup aku aja yang WNI anak-anakku jangan. Media Indonesia Dibiayai pajak rakyat. Kuliah di luar negeri gratis. Lalu bilang Indonesia tak layak untuk anaknya. Sakit? Iya. Karena ini nyata.,2027379109735862750,,QueQenyang,in,,0,1,0,https://x.com/undefined/status/2027379109735862750,1140694861089103872,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027331204832542724,Fri Feb 27 10:33:22 +0000 2026,0,Tapi bicara LPDP minggu ini ada hal yang lebih penting dari soal anggaran. Awardee DS viral karena bilang cukup aku aja yang WNI anak-anakku jangan padahal dibiayai pajak rakyat lewat beasiswa LPDP.,2027331214097744114,,QueQenyang,in,,0,2,0,https://x.com/undefined/status/2027331214097744114,1140694861089103872,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027287056662323255,Fri Feb 27 07:37:54 +0000 2026,0,Latar belakang keluarga hingga sosok ayah Dwi Sasetyaningtyas atau Tyas diburu publik setelah pernyataan cukup aku aja yang WNI anak-anakku jangan viral di media sosial. Berikut fakta-faktanya: https://t.co/LVcx10a6CS LPDP | Dwi Sasetyaningtyas | Disway,2027287056662323255,,,in,,0,0,0,https://x.com/undefined/status/2027287056662323255,1912027937676853249,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027269129888276951,Fri Feb 27 06:26:40 +0000 2026,4,Alumni LPDP viral minggu ini karena bilang: Cukup aku aja jadi WNI anak-anakku jangan Langsung di-blacklist sama OJK Jujur sih banyak yang ngerasain hal yang sama tapi nggak berani ngomong Pertanyaannya: Kalau crypto bisa kasih financial freedom masih mau pindah,2027269129888276951,,,in,,0,1,0,https://x.com/undefined/status/2027269129888276951,1463232466777374724,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
1961321289185935765,Fri Aug 29 06:53:29 +0000 2025,0,Udah cukup sampai di aku aja generasi wni anakku jangan sampai,1961321289185935765,,,in,,1,1,0,https://x.com/undefined/status/1961321289185935765,1106911128020373504,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
1890432064417116394,Fri Feb 14 16:05:01 +0000 2025,0,Kalo nanti aku nikah sama satang anakku aku suruh jadi warga negara thailand aja lah. Jangan ikut aku jadi WNI,1890432064417116394,,,in,,0,0,0,https://x.com/undefined/status/1890432064417116394,1290688948059041793,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2043675929659179496,Mon Apr 13 15:49:32 +0000 2026,0,@dearkangbra gak memegang prinsip cukup aku aja yang wni anakku jangan ‍↕️‍↔️,2043718234973860099,,dearkangbra,in,,0,0,0,https://x.com/undefined/status/2043718234973860099,232749782,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2043154763454480584,Sun Apr 12 11:31:52 +0000 2026,2,@Soyasoy18190804 @GunakanOtakKau @MeeRebus11 Indonesia tidak butuh manusia biar aku aja WNI anakku jangan jauh lebih baik mereka keluar negara ini so what's your point though?,2043291003906654504,,Soyasoy18190804,in,,0,0,0,https://x.com/undefined/status/2043291003906654504,1300303507463970819,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2043154763454480584,Sun Apr 12 09:25:22 +0000 2026,0,@Gooren26 @GunakanOtakKau @MeeRebus11 Anti Malaysia tapi wujud istilah Jasad di indon tapi perut di malaysia Bangsa kau aja berjuta cari makan di malaysia Si negara sampah Kau tahu kalimat ini kah biar aku aja wni anakku jangan ,2043259169130881509,,Gooren26,in,,0,1,0,https://x.com/undefined/status/2043259169130881509,1486305211354595331,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2042509929018462393,Fri Apr 10 09:15:22 +0000 2026,0,@semesta_han @Kimmywithyou Sabar cukup aku aja yg wni anakku jangan..,2042531874871075166,,semesta_han,in,,0,1,0,https://x.com/undefined/status/2042531874871075166,2031802133167947778,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2039888834968928467,Sat Apr 04 00:36:10 +0000 2026,0,@WatchmenID Cukup aku aja yang WNI anakku jangan,2040226887407136770,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/2040226887407136770,1533184622,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2029513328427774102,Fri Mar 06 13:34:21 +0000 2026,0,@Urrangawak emang paling bener itu org yg bilang cukup aku aja yang WNI anakku jangan ,2029913478212014583,,Urrangawak,in,,0,0,0,https://x.com/undefined/status/2029913478212014583,927069862047899648,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2028837950432436647,Tue Mar 03 14:31:50 +0000 2026,0,@coffebit cukup aku aja yg wni anakku jangan ,2028840780379590760,,coffebit,in,,0,0,0,https://x.com/undefined/status/2028840780379590760,2001168781931110403,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2028463378881204632,Mon Mar 02 14:28:58 +0000 2026,49,@global__south Indonesian diaspora : cukup aku aja yang wni anakku jangan,2028477669558673563,,global__south,in,,0,0,0,https://x.com/undefined/status/2028477669558673563,1518058611305369601,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2028141414690009541,Sun Mar 01 16:12:48 +0000 2026,63,Cukup aku aja yang WNI anakku jangan Mereka nanti harus lahir di Mondstadt biar sama kayak bapaknya Varka.,2028141414690009541,,,in,,0,8,0,https://x.com/undefined/status/2028141414690009541,1304262793483304961,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027176516417950173,Sat Feb 28 03:24:31 +0000 2026,0,@nico_inoo @insidefolkative Karena pernyataannya viral: nunjukin paspor Inggris anaknya &amp; bilang cukup aku aja WNI anakku jangan usahain paspor WNA kuat . Dia alumni LPDP (beasiswa negara dari pajak rakyat) jadi banyak netizen anggap kurang nasionalis &amp; nggak menghargai dana publik. Suaminya juga,2027585681304756538,,nico_inoo,in,,0,0,0,https://x.com/undefined/status/2027585681304756538,1720665183188922368,,LPDP-Aku aja WNI anakku jangan.csv;;;;,
2027175539518369815,Sat Feb 28 00:35:11 +0000 2026,1,@G0LIATH87 Pengianat bangsa itu ya pemimpin kita skrang bang Sampe Rakyatnya menyampaikan keresahan: Cukup aku aja WNI anakku Jangan . Terima kasih jga kpada rakyat lainnya yg ngasih dia jalan pendidikan bukan makan ga bergizi. Karena kata2 itu adalah keresahan kita semua saat ini,2027543067398705449,,G0LIATH87,in,,0,1,0,https://x.com/undefined/status/2027543067398705449,1433279749774733315,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027354275907801497,Fri Feb 27 23:04:11 +0000 2026,0,@sbmptnfess Ini mah 11-12 ama biar aku aja yang wni anakku jangan . Cuman versi lokal aja. Udah dibiayain yang biayain dihina,2027520163797733628,,sbmptnfess,in,,0,0,0,https://x.com/undefined/status/2027520163797733628,1533184622,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027331204832542724,Fri Feb 27 13:43:41 +0000 2026,0,Seorang alumni LPDP unggah video bangga anaknya berpaspor Inggris lalu bilang: Cukup aku aja yang WNI anak-anakku jangan. Media Indonesia Dibiayai pajak rakyat. Kuliah di luar negeri gratis. Lalu bilang Indonesia tak layak untuk anaknya. Sakit? Iya. Karena ini nyata.,2027379109735862750,,QueQenyang,in,,0,1,0,https://x.com/undefined/status/2027379109735862750,1140694861089103872,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027331204832542724,Fri Feb 27 10:33:22 +0000 2026,0,Tapi bicara LPDP minggu ini ada hal yang lebih penting dari soal anggaran. Awardee DS viral karena bilang cukup aku aja yang WNI anak-anakku jangan padahal dibiayai pajak rakyat lewat beasiswa LPDP.,2027331214097744114,,QueQenyang,in,,0,2,0,https://x.com/undefined/status/2027331214097744114,1140694861089103872,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027287056662323255,Fri Feb 27 07:37:54 +0000 2026,0,Latar belakang keluarga hingga sosok ayah Dwi Sasetyaningtyas atau Tyas diburu publik setelah pernyataan cukup aku aja yang WNI anak-anakku jangan viral di media sosial. Berikut fakta-faktanya: https://t.co/LVcx10a6CS LPDP | Dwi Sasetyaningtyas | Disway,2027287056662323255,,,in,,0,0,0,https://x.com/undefined/status/2027287056662323255,1912027937676853249,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027269129888276951,Fri Feb 27 06:26:40 +0000 2026,4,Alumni LPDP viral minggu ini karena bilang: Cukup aku aja jadi WNI anak-anakku jangan Langsung di-blacklist sama OJK Jujur sih banyak yang ngerasain hal yang sama tapi nggak berani ngomong Pertanyaannya: Kalau crypto bisa kasih financial freedom masih mau pindah,2027269129888276951,,,in,,0,1,0,https://x.com/undefined/status/2027269129888276951,1463232466777374724,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2026932595779629197,Fri Feb 27 00:24:08 +0000 2026,0,@cursskkied yang kasus lpdp kmrn itu yg ngomong biar aku aja yg jadi WNI anakku jangan,2027177898709565669,,cursskkied,in,,0,0,0,https://x.com/undefined/status/2027177898709565669,138236689,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2026932595779629197,Fri Feb 27 00:23:15 +0000 2026,0,@SukarinduID bukaan kak itu yg kmrn biar aku aja yg jadi WNI anakku jangan ,2027177675178262775,,SukarinduID,in,,0,0,0,https://x.com/undefined/status/2027177675178262775,138236689,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2025485074217795594,Thu Feb 26 23:36:08 +0000 2026,0,@15_vannillllaaa lagi ngomongin mbak² dan suaminya yang dapet beasiswa lpdp tp ngga pernah balik Indonesia buat ngabdi eh malah bangga anaknya dijadiin wna inggris pake kata² aku aja yg WNI anakku jangan padahal dia bisa kesana krna dapet LPDP ,2027165817482387533,,15_vannillllaaa,in,,0,0,0,https://x.com/undefined/status/2027165817482387533,1515746621015080960,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2043675929659179496,Mon Apr 13 15:49:32 +0000 2026,0,@dearkangbra gak memegang prinsip cukup aku aja yang wni anakku jangan ‍↕️‍↔️,2043718234973860099,,dearkangbra,in,,0,0,0,https://x.com/undefined/status/2043718234973860099,232749782,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2043154763454480584,Sun Apr 12 11:31:52 +0000 2026,2,@Soyasoy18190804 @GunakanOtakKau @MeeRebus11 Indonesia tidak butuh manusia biar aku aja WNI anakku jangan jauh lebih baik mereka keluar negara ini so what's your point though?,2043291003906654504,,Soyasoy18190804,in,,0,0,0,https://x.com/undefined/status/2043291003906654504,1300303507463970819,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2043154763454480584,Sun Apr 12 09:25:22 +0000 2026,0,@Gooren26 @GunakanOtakKau @MeeRebus11 Anti Malaysia tapi wujud istilah Jasad di indon tapi perut di malaysia Bangsa kau aja berjuta cari makan di malaysia Si negara sampah Kau tahu kalimat ini kah biar aku aja wni anakku jangan ,2043259169130881509,,Gooren26,in,,0,1,0,https://x.com/undefined/status/2043259169130881509,1486305211354595331,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2042509929018462393,Fri Apr 10 09:15:22 +0000 2026,0,@semesta_han @Kimmywithyou Sabar cukup aku aja yg wni anakku jangan..,2042531874871075166,,semesta_han,in,,0,1,0,https://x.com/undefined/status/2042531874871075166,2031802133167947778,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2039888834968928467,Sat Apr 04 00:36:10 +0000 2026,0,@WatchmenID Cukup aku aja yang WNI anakku jangan,2040226887407136770,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/2040226887407136770,1533184622,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2029513328427774102,Fri Mar 06 13:34:21 +0000 2026,0,@Urrangawak emang paling bener itu org yg bilang cukup aku aja yang WNI anakku jangan ,2029913478212014583,,Urrangawak,in,,0,0,0,https://x.com/undefined/status/2029913478212014583,927069862047899648,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2028837950432436647,Tue Mar 03 14:31:50 +0000 2026,0,@coffebit cukup aku aja yg wni anakku jangan ,2028840780379590760,,coffebit,in,,0,0,0,https://x.com/undefined/status/2028840780379590760,2001168781931110403,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2028463378881204632,Mon Mar 02 14:28:58 +0000 2026,49,@global__south Indonesian diaspora : cukup aku aja yang wni anakku jangan,2028477669558673563,,global__south,in,,0,0,0,https://x.com/undefined/status/2028477669558673563,1518058611305369601,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2028141414690009541,Sun Mar 01 16:12:48 +0000 2026,63,Cukup aku aja yang WNI anakku jangan Mereka nanti harus lahir di Mondstadt biar sama kayak bapaknya Varka.,2028141414690009541,,,in,,0,8,0,https://x.com/undefined/status/2028141414690009541,1304262793483304961,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027176516417950173,Sat Feb 28 03:24:31 +0000 2026,0,@nico_inoo @insidefolkative Karena pernyataannya viral: nunjukin paspor Inggris anaknya &amp; bilang cukup aku aja WNI anakku jangan usahain paspor WNA kuat . Dia alumni LPDP (beasiswa negara dari pajak rakyat) jadi banyak netizen anggap kurang nasionalis &amp; nggak menghargai dana publik. Suaminya juga,2027585681304756538,,nico_inoo,in,,0,0,0,https://x.com/undefined/status/2027585681304756538,1720665183188922368,,LPDP-Aku aja WNI anakku jangan.csv;;;;,
2027175539518369815,Sat Feb 28 00:35:11 +0000 2026,1,@G0LIATH87 Pengianat bangsa itu ya pemimpin kita skrang bang Sampe Rakyatnya menyampaikan keresahan: Cukup aku aja WNI anakku Jangan . Terima kasih jga kpada rakyat lainnya yg ngasih dia jalan pendidikan bukan makan ga bergizi. Karena kata2 itu adalah keresahan kita semua saat ini,2027543067398705449,,G0LIATH87,in,,0,1,0,https://x.com/undefined/status/2027543067398705449,1433279749774733315,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027354275907801497,Fri Feb 27 23:04:11 +0000 2026,0,@sbmptnfess Ini mah 11-12 ama biar aku aja yang wni anakku jangan . Cuman versi lokal aja. Udah dibiayain yang biayain dihina,2027520163797733628,,sbmptnfess,in,,0,0,0,https://x.com/undefined/status/2027520163797733628,1533184622,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027331204832542724,Fri Feb 27 13:43:41 +0000 2026,0,Seorang alumni LPDP unggah video bangga anaknya berpaspor Inggris lalu bilang: Cukup aku aja yang WNI anak-anakku jangan. Media Indonesia Dibiayai pajak rakyat. Kuliah di luar negeri gratis. Lalu bilang Indonesia tak layak untuk anaknya. Sakit? Iya. Karena ini nyata.,2027379109735862750,,QueQenyang,in,,0,1,0,https://x.com/undefined/status/2027379109735862750,1140694861089103872,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027331204832542724,Fri Feb 27 10:33:22 +0000 2026,0,Tapi bicara LPDP minggu ini ada hal yang lebih penting dari soal anggaran. Awardee DS viral karena bilang cukup aku aja yang WNI anak-anakku jangan padahal dibiayai pajak rakyat lewat beasiswa LPDP.,2027331214097744114,,QueQenyang,in,,0,2,0,https://x.com/undefined/status/2027331214097744114,1140694861089103872,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027287056662323255,Fri Feb 27 07:37:54 +0000 2026,0,Latar belakang keluarga hingga sosok ayah Dwi Sasetyaningtyas atau Tyas diburu publik setelah pernyataan cukup aku aja yang WNI anak-anakku jangan viral di media sosial. Berikut fakta-faktanya: https://t.co/LVcx10a6CS LPDP | Dwi Sasetyaningtyas | Disway,2027287056662323255,,,in,,0,0,0,https://x.com/undefined/status/2027287056662323255,1912027937676853249,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027269129888276951,Fri Feb 27 06:26:40 +0000 2026,4,Alumni LPDP viral minggu ini karena bilang: Cukup aku aja jadi WNI anak-anakku jangan Langsung di-blacklist sama OJK Jujur sih banyak yang ngerasain hal yang sama tapi nggak berani ngomong Pertanyaannya: Kalau crypto bisa kasih financial freedom masih mau pindah,2027269129888276951,,,in,,0,1,0,https://x.com/undefined/status/2027269129888276951,1463232466777374724,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2026932595779629197,Fri Feb 27 00:24:08 +0000 2026,0,@cursskkied yang kasus lpdp kmrn itu yg ngomong biar aku aja yg jadi WNI anakku jangan,2027177898709565669,,cursskkied,in,,0,0,0,https://x.com/undefined/status/2027177898709565669,138236689,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2026932595779629197,Fri Feb 27 00:23:15 +0000 2026,0,@SukarinduID bukaan kak itu yg kmrn biar aku aja yg jadi WNI anakku jangan ,2027177675178262775,,SukarinduID,in,,0,0,0,https://x.com/undefined/status/2027177675178262775,138236689,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2025485074217795594,Thu Feb 26 23:36:08 +0000 2026,0,@15_vannillllaaa lagi ngomongin mbak² dan suaminya yang dapet beasiswa lpdp tp ngga pernah balik Indonesia buat ngabdi eh malah bangga anaknya dijadiin wna inggris pake kata² aku aja yg WNI anakku jangan padahal dia bisa kesana krna dapet LPDP ,2027165817482387533,,15_vannillllaaa,in,,0,0,0,https://x.com/undefined/status/2027165817482387533,1515746621015080960,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2043675929659179496,Mon Apr 13 15:49:32 +0000 2026,0,@dearkangbra gak memegang prinsip cukup aku aja yang wni anakku jangan ‍↕️‍↔️,2043718234973860099,,dearkangbra,in,,0,0,0,https://x.com/undefined/status/2043718234973860099,232749782,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2043154763454480584,Sun Apr 12 11:31:52 +0000 2026,2,@Soyasoy18190804 @GunakanOtakKau @MeeRebus11 Indonesia tidak butuh manusia biar aku aja WNI anakku jangan jauh lebih baik mereka keluar negara ini so what's your point though?,2043291003906654504,,Soyasoy18190804,in,,0,0,0,https://x.com/undefined/status/2043291003906654504,1300303507463970819,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2043154763454480584,Sun Apr 12 09:25:22 +0000 2026,0,@Gooren26 @GunakanOtakKau @MeeRebus11 Anti Malaysia tapi wujud istilah Jasad di indon tapi perut di malaysia Bangsa kau aja berjuta cari makan di malaysia Si negara sampah Kau tahu kalimat ini kah biar aku aja wni anakku jangan ,2043259169130881509,,Gooren26,in,,0,1,0,https://x.com/undefined/status/2043259169130881509,1486305211354595331,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2042509929018462393,Fri Apr 10 09:15:22 +0000 2026,0,@semesta_han @Kimmywithyou Sabar cukup aku aja yg wni anakku jangan..,2042531874871075166,,semesta_han,in,,0,1,0,https://x.com/undefined/status/2042531874871075166,2031802133167947778,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2039888834968928467,Sat Apr 04 00:36:10 +0000 2026,0,@WatchmenID Cukup aku aja yang WNI anakku jangan,2040226887407136770,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/2040226887407136770,1533184622,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2029513328427774102,Fri Mar 06 13:34:21 +0000 2026,0,@Urrangawak emang paling bener itu org yg bilang cukup aku aja yang WNI anakku jangan ,2029913478212014583,,Urrangawak,in,,0,0,0,https://x.com/undefined/status/2029913478212014583,927069862047899648,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2028837950432436647,Tue Mar 03 14:31:50 +0000 2026,0,@coffebit cukup aku aja yg wni anakku jangan ,2028840780379590760,,coffebit,in,,0,0,0,https://x.com/undefined/status/2028840780379590760,2001168781931110403,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2028463378881204632,Mon Mar 02 14:28:58 +0000 2026,49,@global__south Indonesian diaspora : cukup aku aja yang wni anakku jangan,2028477669558673563,,global__south,in,,0,0,0,https://x.com/undefined/status/2028477669558673563,1518058611305369601,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2028141414690009541,Sun Mar 01 16:12:48 +0000 2026,63,Cukup aku aja yang WNI anakku jangan Mereka nanti harus lahir di Mondstadt biar sama kayak bapaknya Varka.,2028141414690009541,,,in,,0,8,0,https://x.com/undefined/status/2028141414690009541,1304262793483304961,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027176516417950173,Sat Feb 28 03:24:31 +0000 2026,0,@nico_inoo @insidefolkative Karena pernyataannya viral: nunjukin paspor Inggris anaknya &amp; bilang cukup aku aja WNI anakku jangan usahain paspor WNA kuat . Dia alumni LPDP (beasiswa negara dari pajak rakyat) jadi banyak netizen anggap kurang nasionalis &amp; nggak menghargai dana publik. Suaminya juga,2027585681304756538,,nico_inoo,in,,0,0,0,https://x.com/undefined/status/2027585681304756538,1720665183188922368,,LPDP-Aku aja WNI anakku jangan.csv;;;;,
2027175539518369815,Sat Feb 28 00:35:11 +0000 2026,1,@G0LIATH87 Pengianat bangsa itu ya pemimpin kita skrang bang Sampe Rakyatnya menyampaikan keresahan: Cukup aku aja WNI anakku Jangan . Terima kasih jga kpada rakyat lainnya yg ngasih dia jalan pendidikan bukan makan ga bergizi. Karena kata2 itu adalah keresahan kita semua saat ini,2027543067398705449,,G0LIATH87,in,,0,1,0,https://x.com/undefined/status/2027543067398705449,1433279749774733315,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027354275907801497,Fri Feb 27 23:04:11 +0000 2026,0,@sbmptnfess Ini mah 11-12 ama biar aku aja yang wni anakku jangan . Cuman versi lokal aja. Udah dibiayain yang biayain dihina,2027520163797733628,,sbmptnfess,in,,0,0,0,https://x.com/undefined/status/2027520163797733628,1533184622,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027331204832542724,Fri Feb 27 13:43:41 +0000 2026,0,Seorang alumni LPDP unggah video bangga anaknya berpaspor Inggris lalu bilang: Cukup aku aja yang WNI anak-anakku jangan. Media Indonesia Dibiayai pajak rakyat. Kuliah di luar negeri gratis. Lalu bilang Indonesia tak layak untuk anaknya. Sakit? Iya. Karena ini nyata.,2027379109735862750,,QueQenyang,in,,0,1,0,https://x.com/undefined/status/2027379109735862750,1140694861089103872,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027331204832542724,Fri Feb 27 10:33:22 +0000 2026,0,Tapi bicara LPDP minggu ini ada hal yang lebih penting dari soal anggaran. Awardee DS viral karena bilang cukup aku aja yang WNI anak-anakku jangan padahal dibiayai pajak rakyat lewat beasiswa LPDP.,2027331214097744114,,QueQenyang,in,,0,2,0,https://x.com/undefined/status/2027331214097744114,1140694861089103872,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
2027287056662323255,Fri Feb 27 07:37:54 +0000 2026,0,Latar belakang keluarga hingga sosok ayah Dwi Sasetyaningtyas atau Tyas diburu publik setelah pernyataan cukup aku aja yang WNI anak-anakku jangan viral di media sosial. Berikut fakta-faktanya: https://t.co/LVcx10a6CS LPDP | Dwi Sasetyaningtyas | Disway,2027287056662323255,,,in,,0,0,0,https://x.com/undefined/status/2027287056662323255,1912027937676853249,,LPDP-Aku aja WNI anakku jangan.csv;;;;;;,
